No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
348,Angga Pratama,5,2026-09-11,"Alhamdulillah...Aplikasi PLN Mobile sekarang fiturnya sudah sangat lengkap, untuk pembayaran rekening dan pembelian token juga sudah banyak pilihan provider.",Positif,Positif,99.1,99.1,0.8,Sesuai
349,Killa,5,2026-09-11,"pengalaman menggunakan pln mobile, nyaman, fitur fiturnya simpel, proses cepat dan lengkap makin suka deh☺️💯",Positif,Positif,99.5,99.5,0.4,Sesuai
350,jennifer,5,2026-09-11,Integrasi dengan berbagai dompet digital membuat pembelian stroom token hanya butuh beberapa kali klik saja.,Positif,Positif,96,96,3.6,Sesuai
351,NickyLetmau Letmau,5,2026-09-11,aplikasi sangat membantu untuk membuat pengaduan gangguan,Positif,Positif,99.7,99.7,0.3,Sesuai
352,siti eva marlina situngkir,5,2026-09-11,untuk gangguan listrik berharap cepat penanganannya,Positif,Positif,99,99,0.9,Sesuai
353,ita,5,2026-09-11,terbaikk,Positif,Positif,98.1,98.1,1.7,Sesuai
354,Tito,5,2026-09-11,"aplikasi yang bermanfaat, terutama untik lapor gangguan dan cek tagihan. mantap 👏",Positif,Positif,99.4,99.4,0.5,Sesuai
355,Anwar Evendi,5,2026-09-11,Aplikasi wajib punya untuk pelanggan pln.fitur beli token masuk nya lebih cepat.pengaduan gangguan dan pemadaman juga di reapon cepat sama petugas.sukses terus untuk pln mobile,Positif,Positif,98.9,98.9,1,Sesuai
356,Muhammad Rais,5,2026-09-11,aplikasi fitur canggih anti lelet dan ribet.,Negatif,Positif,85.7,85.7,13.7,Sesuai
357,Tatang Supriatna,5,2026-09-11,pelayanan mantap,Positif,Positif,99.6,99.6,0.4,Sesuai
358,Sonma Windra,5,2026-09-11,mempermudah pelayanan,Positif,Positif,99.6,99.6,0.4,Sesuai
359,Frieska Yulia,5,2026-09-11,fitur swacam lebih mudah buat cek tagihan listrik,Positif,Positif,99.7,99.7,0.3,Sesuai
360,Afifur Rohman,5,2026-09-11,terimakasih PLN mobile sudah banyak membantu🙏.,Positif,Positif,99.6,99.6,0.4,Sesuai
361,Saifullah Nurly,5,2026-09-11,"Dengan aplikasi PLN mobile semuanya jadi mudah. lapor gangguan di sekitar kita,pembayaran rekening, beli token dll",Positif,Positif,99.8,99.8,0.2,Sesuai
362,Bambang Dwiraharjo,5,2026-09-11,migrasi mudah,Positif,Positif,99,99,0.9,Sesuai
363,Zonny Dotulong,5,2026-09-11,pelayanan sangat bagus,Positif,Positif,99.9,99.9,0.1,Sesuai
364,Siti Sumarni,1,2026-09-11,"PLN ULP Muara Enim tidak menyelesaikan laporan pelanggan.Desa Arahan, Kampung 4, Merapi Timur, Kabupaten Lahat. Kami sebagai masyarakat sangat kecewa dengan pelayanan PLN ULP Muara Enim. Padahal sudah berhari-hari listrik masyarakat tidak stabil sehingga menimbulkan kerusakan pada alat-alat elektronik seperti AC tidak dingin, Freezer Kulkas mencair, Mesin Air minim tekanan, Lampu kadang berkedip kadang agak redup, dan sebagainya. Mohon tindakannya segera mungkin.",Negatif,Negatif,90,10,90,Sesuai
365,Pengguna Google,5,2026-09-11,sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
366,Dya islmyh 05,5,2026-09-11,TERIMAKASIH APK PLN mobile SANGAT MEMBANTU SEKALI,Positif,Positif,99.9,99.9,0,Sesuai
367,sukma dariansyah,5,2026-09-11,sangat membantu saya dalam pernphonan pasang baru pln,Positif,Positif,99.6,99.6,0.4,Sesuai
368,Madu Assyifa,5,2026-09-11,gas,Positif,Positif,98.1,98.1,1.7,Sesuai
369,Muhammad Fazil,5,2026-09-11,Sangat membantu sekali adanya aplikasi ini... Terimakasih..,Positif,Positif,99.8,99.8,0.2,Sesuai
370,nurmamy,5,2026-09-11,PLNMobile makin di depan,Positif,Positif,99,99,0.9,Sesuai
371,Mhd Muchlis Amri,5,2026-09-11,pelayanan nya cepat dan mantap🗿,Positif,Positif,99.7,99.7,0.3,Sesuai
372,Wiwik Munawaroh,5,2026-09-11,respon yang tanggap,Positif,Positif,99,99,0.9,Sesuai
373,Gio Gio,5,2026-09-11,Beli pulsa lebih mudah mulai 5ribu saja,Positif,Positif,98.7,98.7,1.2,Sesuai
374,Salim Widodo,5,2026-09-11,"Aplikasi sangat membantu, terutama untuk cek riwayat penggunaan listrik. Tidak perlu repot antre lagi, cukup lewat aplikasi sudah beres semua 🙏🏼",Positif,Positif,98.9,98.9,1,Sesuai
375,Rafael Heriyanto,5,2026-09-11,sangat membantu pembayaran listrik lewat aplikasi pln mobile,Positif,Positif,99.9,99.9,0.1,Sesuai
376,Mariam Dotulung,5,2026-09-11,aplikasi bagus,Positif,Positif,99.5,99.5,0.5,Sesuai
377,Maulana Zizou,5,2026-09-11,"PLN Mobile semakin membuat pelanggan menjadi mudah menggunakannya, banyak fitur menarik seperti pembelian token, bayar listrik, pemberitahuan pemadaman serta fitur lain nya yg membuat semua hal terkait PLN menjadi mudah. Semua dalam genggaman, aplikasi sangat membantu memudahkan urusan kelistrikan",Positif,Positif,99.7,99.7,0.3,Sesuai
378,Rido,5,2026-09-11,sangat detail,Positif,Positif,97.9,97.9,1.9,Sesuai
379,Maikel,5,2026-09-11,sangat berguna dan bermanfaat,Positif,Positif,99.4,99.4,0.6,Sesuai
380,Aminah Muhidin,5,2026-09-11,aplikasinya membantu saya kl mau beli token praktis,Positif,Positif,99.7,99.7,0.3,Sesuai
381,M YANIS R,5,2026-09-11,"aplikasi yang sangat bagus ,,sangat memudah untuk bertransaksi ,semoga tambah jaya dan sangat bermanfaat dan untuk pasang baru dan tambah daya sangat mudah ,semoga makin jaya ,tks",Positif,Positif,99.8,99.8,0.2,Sesuai
382,Meyce,5,2026-09-11,PLN mobile terbaik👍🏼,Positif,Positif,99.9,99.9,0.1,Sesuai
383,Fahri,5,2026-09-11,bagus,Positif,Positif,99.7,99.7,0.3,Sesuai
384,Oksa Fira,5,2026-09-11,okee aplikasinya semua ada,Positif,Positif,98.6,98.6,1.3,Sesuai
385,Terpuk Gayo,5,2026-09-11,aplikasi yg sangat bermanfaat bagi pelanggan karna mudah mendapat segala informasi tentang kelistrikan,Positif,Positif,99.6,99.6,0.4,Sesuai
386,Fa Rel,5,2026-09-11,bavus,Positif,Positif,98.1,98.1,1.7,Sesuai
387,Charissa,5,2026-09-11,PLN mobile sangat membantu dan memudahkan pelanggan dalam mengakses berbagai layanan pln,Positif,Positif,99.9,99.9,0.1,Sesuai
388,Munawaroh,5,2026-09-11,sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
389,Hirs Setiani,5,2026-09-11,"Pelayanan PLN makin maju dengan adanya PLN Mobile. Semua jadi serba online, prosesnya cepat, dan transparan. Semoga ke depan terus ditingkatkan lagi fiturnya, banyakin promonya yah !.",Positif,Positif,99.3,99.3,0.6,Sesuai
390,Play Store,5,2026-09-11,pln mobile sangat bagus.,Positif,Positif,100,100,0,Sesuai
391,K3A_Ariska Auliana Dewi_108,5,2026-09-11,"Aplikasi ini sangat memudahkan pelanggan dalam mengakses berbagai layanan PLN. Fitur lengkap, mudah digunakan dan prosesnya cepat. Semoga kedepannya semakin baik",Positif,Positif,99.9,99.9,0.1,Sesuai
392,Husaini saini,5,2026-09-11,"pln mobile mantap sangat memudahkan dalam segala hal, fitur nya sangat membantu masyarakat pada umumnya, terimakasih pln mobile...",Positif,Positif,99.8,99.8,0.1,Sesuai
393,Sasuke Uchiha,5,2026-09-11,sangat bagus,Positif,Positif,99.8,99.8,0.2,Sesuai
394,R rahmaddona,5,2026-09-11,Aplikasi yang Best of the best.. terimakasih kepada PLN yang tetap setia menerangi negeri ini.,Positif,Positif,98,98,1.8,Sesuai
395,Sarah Farsuna,5,2026-09-11,"PLN Mobile sangat membantu dan memudahkan kebutuhan pelanggan. Mulai dari pembelian token listrik, pembayaran tagihan, cek penggunaan listrik, pengajuan pasang baru maupun tambah daya, hingga pelaporan gangguan semuanya bisa dilakukan dengan mudah dalam satu aplikasi. Tampilannya cukup sederhana, prosesnya cepat, dan informasi yang diberikan juga jelas. Sangat praktis karena tidak perlu datang langsung ke kantor PLN untuk berbagai keperluan.",Positif,Positif,99.8,99.8,0.2,Sesuai
396,Fatimah,5,2026-09-11,PLN mobile sangat mudah digunakan dan sangat membantu,Positif,Positif,100,100,0,Sesuai
397,Manto Manto,5,2026-09-11,"pln mobile terbaik, z suka dengan aplikasi ini, sangat membantu dalam pembelian token listrik lewat aplikasi pln mobile. tampa harus z ke loket lagi",Positif,Positif,99.9,99.9,0.1,Sesuai
398,Pengguna Google,5,2026-09-11,aplikasi pln mobile ini sangat memudahkan saya mengakses layanan kelistrikan seperti membayar listrik atau mengadu ketika ada gangguan,Positif,Positif,99.8,99.8,0.1,Sesuai
399,M Rusik,5,2026-09-11,mudah dan cepat.,Positif,Positif,99.8,99.8,0.2,Sesuai
400,Taufiq Moch,5,2026-09-11,ramah dan cepat,Positif,Positif,99.4,99.4,0.5,Sesuai
401,Shol Eh02,5,2026-09-11,sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
402,Risal Gunawan,5,2026-09-11,Melaporkan gangguan listrik atau padam dengan fitur pelacakan proses penanganan secara realtime,Positif,Positif,99.4,99.4,0.5,Sesuai
403,Ansel mila,5,2026-09-11,aplikasi ini sangat membantu kami pelanggan.senakin dipermudah dan cepat direspon pengaduan dari kami,Positif,Positif,100,100,0,Sesuai
404,zafran pratama Bariq,5,2026-09-11,apk ini sangat bagus.,Positif,Positif,99.9,99.9,0.1,Sesuai
405,Taufik Alhuda,5,2026-09-11,Aplikasi super yang membawa kemudahan dan kecepatan layanan kepada pelanggan PLN. Jeroh pedeh berijin PLN.,Positif,Positif,99.8,99.8,0.1,Sesuai
406,bilman bjn,5,2026-09-11,"tampilan setelah pembaharuan makin menarik. fitur2 nya memudahkan pelanggan untuk menyesuikan kebutuhan diaplikasinya baik pembelian token, pembayaran rekening atau saat pengaduan gangguan",Positif,Positif,99.7,99.7,0.3,Sesuai
407,okii,5,2026-09-11,"Pengguna dapat membeli token listrik, membayar tagihan, mengajukan pasang baru atau tambah daya, melaporkan gangguan, hingga melakukan pencatatan meter mandiri (SwaCAM) dalam satu aplikasi.",Positif,Positif,99.7,99.7,0.3,Sesuai
408,Dewi Layli,5,2026-09-11,Cepat tanggap banget petugasnya ❤️❤️,Positif,Positif,99.6,99.6,0.4,Sesuai
409,Mama Alifa,1,2026-09-11,sangat kecewa PLN muara Enim tidak menindak lanjuti laporan masalah masyarakat dengan cepat di desa arahan kampung 4 sudah 3 hari mengalami spaning,Negatif,Positif,95.3,95.3,4.4,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
410,Vigo Papel,5,2026-09-11,PLN Mobile buat semua menjadi mudah dengan fitur yang lengkap,Positif,Positif,99.4,99.4,0.5,Sesuai
411,Muhammad Nurkamal,5,2026-09-11,Dengan adanya aplikasi ini saya sangat terbantu,Positif,Positif,99.7,99.7,0.2,Sesuai
412,SATRIA BAYU SAKTI,5,2026-09-11,terimakasih padam langsung datang . jum'at 11 sep 26,Positif,Positif,98.9,98.9,1,Sesuai
413,Mvi Novi,5,2026-09-11,"sangat mudah untuk transaksi pembayaran listrik mantap,",Positif,Positif,99.8,99.8,0.2,Sesuai
414,Dika Andika,5,2026-09-11,Nice,Positif,Positif,97.5,97.5,2.3,Sesuai
415,Didin Babelan,5,2026-09-11,"makasih pln mobile,segala transaksi lebih mudah",Positif,Positif,99.6,99.6,0.4,Sesuai
416,Ali Akbar,5,2026-09-11,sangat puas dengan aplikasi PLN mobile❤,Positif,Positif,99.8,99.8,0.2,Sesuai
417,Fikar Odenk,5,2026-09-11,mantap,Positif,Positif,99.7,99.7,0.2,Sesuai
418,Nur Jani,5,2026-09-11,PLN mobile mudah untuk urusan kelistrikan. banyak fitur-fiturnya,Positif,Positif,99.7,99.7,0.3,Sesuai
419,khalil alwajir,5,2026-09-11,"aplikasi yg sangat mudah dr pln utk pelanggan, sangat mudah skrg utk lapor keluhan dan gangguan dan aplikasi nya sudah byk fitur2 dan byk voucer diskon dan promonya",Positif,Positif,99.7,99.7,0.3,Sesuai
420,Tika Lestari,5,2026-09-11,pln ok,Positif,Positif,99.8,99.8,0.2,Sesuai
421,Alit Desak,5,2026-09-11,Aplikasi nya sangat membantu untuk proses pengaduan listrik,Positif,Positif,99.6,99.6,0.4,Sesuai
422,EDI SAPUTRA,5,2026-09-11,sangat membantu pelanggan dalam hal pembayaran tagihan listrik PLN,Positif,Positif,99.9,99.9,0.1,Sesuai
423,Niar Saja,5,2026-09-11,nggak ribet aplikasinya mudah dipahamii,Negatif,Positif,97.4,97.4,2.5,Sesuai
424,lilis budiantari,5,2026-09-11,dengan adanya aplikasi PLN Mobile sangat memudahkan kita untuk mendapatkan informasi atas kendala atau masalah kelistrikan.,Positif,Positif,99.9,99.9,0.1,Sesuai
425,Rizky yuswadi,5,2026-09-11,"aplikasinya sangat membantu sekali, mantap x bahh..",Positif,Positif,99.8,99.8,0.2,Sesuai
426,Muhammad Erwin,5,2026-09-11,sangat membantu pelanggan👍🙏,Positif,Positif,99.8,99.8,0.2,Sesuai
427,Ngurah Gede Valentino Putra,5,2026-09-11,pln mobile mantap,Positif,Positif,99.9,99.9,0.1,Sesuai
428,Tirza Amseke,5,2026-09-11,apk PLN mobile sangat membantu dalam pelaporan gangguan listrik,Positif,Positif,100,100,0,Sesuai
429,Fairuz alfa Riansyah,5,2026-09-11,"adalah aplikasi resmi dari PLN untuk semua kebutuhan listrik kamu. - Bayar tagihan listrik & beli token PLN kapan saja - Pantau pemakaian listrik bulanan secara real-time - Lapor listrik padam, korslet, atau masalah lain langsung ke petugas - Ajukan pasang listrik baru tanpa ke kantor PLN - Info pemadaman, promo, dan info penting lainnya",Positif,Positif,99.7,99.7,0.2,Sesuai
430,ULC16 Bjg,5,2026-09-11,terimaksih pak pelayanan nya 🤗,Positif,Positif,98.9,98.9,1,Sesuai
431,faisal,5,2026-09-11,"pln skrg semakin mudah untuk mendapatkan informasi & pengaduan seputar listrik, melalui aplikasi pln mobile.thanks pln",Positif,Positif,99.9,99.9,0.1,Sesuai
432,Ady Yahya,5,2026-09-11,Daftar pasang baru bayar listrik jadi mudah sekali..,Positif,Positif,99.8,99.8,0.2,Sesuai
433,Sumiyem Miyem,5,2026-09-11,fitur lengkap dan respon laporan cukup cepat,Positif,Positif,99.2,99.2,0.8,Sesuai
434,Shanumresa Resahanum,5,2026-09-11,sangat sangat membantu saat listrik mati,Positif,Positif,99.2,99.2,0.7,Sesuai
435,Ridiya 005,5,2026-09-11,sanagat gercep,Positif,Positif,96.9,96.9,2.8,Sesuai
436,Lasada Lasada,5,2026-09-11,PLN Mobile keren sangat membantu,Positif,Positif,100,100,0,Sesuai
437,Didik Setio Anggono,5,2026-09-11,"Pelayanan Cepat, & Baik untuk pelanggan",Positif,Positif,99.6,99.6,0.3,Sesuai
438,Muhamad Khabib,5,2026-09-11,aplikasi pln mobile sangat mudah dan membantu,Positif,Positif,100,100,0,Sesuai
439,Khairul Amri,5,2026-09-11,"Mantap, mantap, mantap, sangat mantap..",Positif,Positif,99.6,99.6,0.4,Sesuai
440,Sukayat Cambor,5,2026-09-11,Aplikasi sangat membantu! Beli token listrik jadi serba cepat tanpa ribet. Transaksi langsung berhasil dan stroom token otomatis muncul. Mantap PLN!,Negatif,Positif,99.6,99.6,0.4,Sesuai
441,Ropiko Piko,5,2026-09-11,aplikasi yang sangat simple dan mudah dalam pasang baru,Positif,Positif,99.7,99.7,0.3,Sesuai
442,Petugas Manbill,5,2026-09-11,Aplikasi sangat membantu.,Positif,Positif,99.9,99.9,0.1,Sesuai
443,Ismi Hasanah,5,2026-09-11,Nice,Positif,Positif,97.5,97.5,2.3,Sesuai
444,Izhar Simon,5,2026-09-11,Sangat senang dengan adanya PLN Mobile karena kebutuhan terkait layanan listrik menjadi lebih mudah. Aplikasi ini memberikan kemudahan untuk mengakses berbagai informasi dan layanan dari mana saja. Inovasi seperti ini sangat membantu masyarakat di era digital.,Positif,Positif,99.9,99.9,0.1,Sesuai
445,fajriyatul Laili,5,2026-09-11,aplikasi sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
446,mochammad fathur Rosyi,5,2026-09-11,pelayanan sangat bagus,Positif,Positif,99.9,99.9,0.1,Sesuai
447,Aldy Reynaldi,5,2026-09-11,Nice,Positif,Positif,97.5,97.5,2.3,Sesuai
448,Satriani Ani,5,2026-09-11,aplikasi in sangat bagus,Positif,Positif,99.8,99.8,0.2,Sesuai
449,Brojol Musik,5,2026-09-11,aplikasi plnmobile sangat membantu untuk layanan gangguan listrik padam,Positif,Positif,99.8,99.8,0.2,Sesuai
450,Hilal Bahlil,5,2026-09-11,Nice,Positif,Positif,97.5,97.5,2.3,Sesuai
451,Sekarman jaya zalukhu,5,2026-09-11,mantap sehat selalu,Positif,Positif,99.5,99.5,0.5,Sesuai
452,Dinda Maulana,5,2026-09-11,"Aplikasi sangat membantu! Beli token listrik, bayar tagihan bulanan, sampai lapor gangguan jadi jauh lebih praktis tanpa harus keluar rumah",Positif,Positif,99.8,99.8,0.2,Sesuai
453,Ratnawati Johan,5,2026-09-11,"Aplikasi PLN Mobile sangat bermanfaat untuk pelanggan PLN. Penggunaannya cukup mudah dan berbagai menu layanan dapat ditemukan dengan praktis. Saya berharap aplikasi ini terus diperbarui agar semakin cepat, stabil, dan memberikan pengalaman pelayanan yang lebih baik.",Positif,Positif,99.9,99.9,0.1,Sesuai
454,Ali mansyur Tuban,5,2026-09-11,sangat memudahkan dan penagananya cepat petugasnya ramah,Positif,Positif,99.8,99.8,0.1,Sesuai
455,C B,5,2026-09-11,"Pelayanan luar biasa! Waktu listrik rumah ada kendala, saya lapor lewat PLN Mobile",Positif,Positif,99,99,0.9,Sesuai
456,Haleyora Power,5,2026-09-11,sangat puas dan membantu,Positif,Positif,99.3,99.3,0.6,Sesuai
457,Parlan Parlan,5,2026-09-11,"sangat praktis,bayar listrik dan beli token jadi tanpa ribet",Negatif,Positif,99.5,99.5,0.4,Sesuai
458,ELYAS KOROH,5,2026-09-11,"Tampilan aplikasinya bersih, mudah dipahami, dan tidak lemot. Respon saat lapor gangguan juga cepat tanggap. Mantap buat PLN",Negatif,Positif,99.7,99.7,0.3,Sesuai
459,Darniwati darni,5,2026-09-11,pelanggan bisa melakukan perubahan daya langsung lewat aplikasi ini. cepat dan tanggap,Positif,Positif,99.8,99.8,0.2,Sesuai
460,Asep Kuye,5,2026-09-11,aplikasinya sangat bagus,Positif,Positif,99.9,99.9,0.1,Sesuai
461,khoirul fakihin,5,2026-09-11,aplikasi sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
462,Bakar,5,2026-09-11,Saya merasa PLN Mobile cukup lengkap untuk membantu kebutuhan pelanggan. Dari informasi layanan sampai berbagai kebutuhan transaksi dan pengaduan dapat dilakukan melalui aplikasi. Semoga PLN terus meningkatkan aplikasi ini supaya semakin nyaman digunakan oleh semua pelanggan.,Positif,Positif,99.7,99.7,0.3,Sesuai
463,Ari Martadi,4,2026-09-11,Jika pembayaran ditambahkan QRIS saya kasih bintang 5,Positif,Positif,98.7,98.7,1.2,Sesuai
464,cok jancok_23,5,2026-09-11,JOSJIS 🔥🤙,Positif,Positif,97.5,97.5,2.3,Sesuai
465,Anis Nurmawanti,5,2026-09-11,pelayanan gangguan lebih mudah,Positif,Positif,99.7,99.7,0.3,Sesuai
466,Rifai Alifudin,5,2026-09-11,PLN melayani sepenuh hati,Positif,Positif,99.9,99.9,0.1,Sesuai
467,Abbas Bachrong,5,2026-09-11,pln semakin memudahkan,Positif,Positif,99.8,99.8,0.2,Sesuai
468,Idrus Pono,5,2026-09-11,PLN Mobile membuat pelayanan kelistrikan menjadi lebih mudah diakses. Saya sangat terbantu dengan adanya berbagai fitur yang tersedia dalam satu aplikasi. Pengguna dapat menghemat waktu dan tenaga karena banyak kebutuhan bisa dilakukan secara online.,Positif,Positif,99.7,99.7,0.2,Sesuai
469,Muhammad Efendi,5,2026-09-11,aplikasi bagus,Positif,Positif,99.5,99.5,0.5,Sesuai
470,Raf Les,5,2026-09-11,Aplikasi mudah untuk tambah daya dan ubah tarif ke token dan cepat prosesnya,Positif,Positif,99.6,99.6,0.3,Sesuai
471,Agus Swandono,5,2026-09-11,Pelayanannya ramah dan responsip.,Positif,Positif,99.2,99.2,0.8,Sesuai
472,nazhifa fatorah,5,2026-09-11,Isi token lebih mudah dengan PLN mobile,Positif,Positif,99.7,99.7,0.3,Sesuai
473,Saepul Ahmad,5,2026-09-11,Aplikasi nya bagus sangat membantu untuk segala bentuk kelistrikan,Positif,Positif,99.7,99.7,0.3,Sesuai
474,Marjono,5,2026-09-11,Saya memberikan rating lima bintang untuk PLN Mobile karena aplikasinya sangat membantu dan praktis. Informasi serta layanan PLN dapat diakses melalui ponsel dengan lebih mudah. Semoga ke depannya semakin banyak fitur yang bermanfaat dan performanya semakin baik.,Positif,Positif,99.9,99.9,0.1,Sesuai
475,Abd Rochim,5,2026-09-11,pelayanan bagus terinci.,Positif,Positif,99.8,99.8,0.1,Sesuai
476,Muchlis Harsah,5,2026-09-11,Applikasi cpt..membantu,Positif,Positif,99,99,0.9,Sesuai
477,wardianayu Destika,5,2026-09-11,Isi token lebih mudah dengan pln mobile,Positif,Positif,99.7,99.7,0.3,Sesuai
478,Gilang Rudiansyah,5,2026-09-11,pln terbaik pelayanan berkualitas,Positif,Positif,99.6,99.6,0.4,Sesuai
479,Fajar Ramdhani,5,2026-09-11,"Sebuah apreseasi kepada PLN, telah meluncurkan aplikasi yang sangat membantu.",Positif,Positif,99.6,99.6,0.3,Sesuai
480,Ardiansyah,5,2026-09-11,pln terbaik,Positif,Positif,99.6,99.6,0.4,Sesuai
481,murodil abid,5,2026-09-11,aplikasi pln mobile mantap cepat dan akurat dalam mengatasi masalah listrik,Positif,Positif,99.9,99.9,0.1,Sesuai
482,Layau Biak layau,5,2026-09-11,lapor keluhan langsung di respon,Positif,Positif,99.3,99.3,0.6,Sesuai
483,Julia Takene,5,2026-09-11,aplikasi ini sangat penting untuk kita selalu pengaduan listrik,Positif,Positif,99.5,99.5,0.4,Sesuai
484,Merta Yasa,5,2026-09-11,membantu dalam pengaduan listrik,Positif,Positif,99.6,99.6,0.4,Sesuai
485,setyorini rini,5,2026-09-11,aplikasi sangat membantu dan sekarang dilengkapi dengan swecamp jadi lebih baik,Positif,Positif,99.8,99.8,0.2,Sesuai
486,Muhamad Ali,5,2026-09-11,Aplikasi ini sangat membantu,Positif,Positif,99.9,99.9,0.1,Sesuai
487,MUHAMMAD FIJAL FIJAL,5,2026-09-11,terimaksih pln mobile,Positif,Positif,99.2,99.2,0.7,Sesuai
488,Agus Shofiyuddin,5,2026-09-11,PLN MOBILE 👍,Positif,Positif,99.7,99.7,0.3,Sesuai
489,Angga Iksanto,5,2026-09-11,"Aplikasi pln mobile bisa untuk kebutuhan listrik, mulai dr beli token,cek tagihan,cek riwayat pemakaian secara real time, pengaduan gangguan.hingga pengajuan ubah daya.desain aplikasinya bagus mudah digunakan oleh siapa saja dan informasi sangat transparan.",Positif,Positif,99.8,99.8,0.2,Sesuai
490,Dimas Haikal,5,2026-09-11,hebat,Positif,Positif,98.2,98.2,1.6,Sesuai
491,irishabelle,5,2026-09-11,Isi token lebih mudah dengan pln mobile,Positif,Positif,99.7,99.7,0.3,Sesuai
492,Nadi,5,2026-09-11,Membantu beli token mudah,Positif,Positif,99.8,99.8,0.2,Sesuai
493,aki gore,5,2026-09-11,Sangat membantu ... .respon cepat ... 👍👍👍😍😍🔥.......,Positif,Positif,99.9,99.9,0.1,Sesuai
494,julpa kiranfi,5,2026-09-11,Isi token lebih mudah dengan pln mobile,Positif,Positif,99.7,99.7,0.3,Sesuai
495,Pengguna Google,5,2026-09-11,Pln mantap,Positif,Positif,99.6,99.6,0.4,Sesuai
496,aurent chandela,5,2026-09-11,Isi token lebih mudah dengan pln mobile,Positif,Positif,99.7,99.7,0.3,Sesuai
497,Inisial D,5,2026-09-11,Pelayanan sangat memuaskan,Positif,Positif,99.3,99.3,0.6,Sesuai
498,Tung Blung,5,2026-09-11,penangganan cepat,Positif,Positif,99.6,99.6,0.4,Sesuai
499,Febi Oktariansyah,1,2026-09-11,"PLN ULP Muara enim tidak menyelesaikan masalah laporan pelanggan. alamat desa arahan, merapi timur kabupaten lahat, kami sebagai warga sangat kecewa dengan pelayanan ULP muara enim sampai dengan sekarang laporan kami tidak ada tanggapan sama sekali.",Negatif,Negatif,90,10,90,Sesuai
500,Siska Aisha,5,2026-09-11,dengn mudah menggunakan apliaksi,Positif,Positif,99.8,99.8,0.2,Sesuai
