No,User Name,Rating Bintang,Tanggal,Isi Ulasan Asli,Master Ground Truth,Prediksi ML (Naive Bayes),Confidence Score (%),Prob Positif (%),Prob Negatif (%),Status Anomali
1980,yunus alif,5,2026-08-30,is the best,Positif,Positif,97.2,97.2,2.3,Sesuai
1981,Suliana,5,2026-08-30,good,Positif,Positif,98.5,98.5,1.3,Sesuai
1982,Asiyah Asiyah,5,2026-08-30,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
1983,Mahfudinn Muhamad,1,2026-08-30,kenapa apknya ga ada di playstore... ganti apk apa gimana?.... harus versi terbaru apa harus ganti hp? masa iya ganti hp sih aneh.,Negatif,Negatif,96.3,3.4,96.3,Sesuai
1984,Firdaus Firdaus,5,2026-08-30,"sedikit saran, jika pengguna diharuskan merubah data, alahkah baiknya semua bisa di lakukan melalui apk jkn mobile itu sendiri tanpa harus via whatsapp.",Positif,Positif,75.5,75.5,23.8,Sesuai
1985,Muhammad Marjan Saleh,5,2026-08-30,terimakasih mantap,Positif,Positif,99.3,99.3,0.7,Sesuai
1986,Xpander Ultimate,1,2026-08-30,aplikasi tolol,Negatif,Negatif,93.7,5.9,93.7,Sesuai
1987,Mus Maulana,5,2026-08-30,sangat sangat bagus membatu terimaksih poko nya josss,Positif,Positif,99.6,99.6,0.3,Sesuai
1988,Rizal Amiruddin,1,2026-08-30,tidak bisa verifikasi wajah,Negatif,Negatif,96.3,3.4,96.3,Sesuai
1989,Muhammad Abdul Muntholib,1,2026-08-30,"aplikasi burik,mau daftar malah dipersulit",Negatif,Negatif,88.1,10.7,88.1,Sesuai
1990,Ngopi Lah,1,2026-08-30,mau daftar aja susah banget,Negatif,Negatif,96.5,3.3,96.5,Sesuai
1991,MUH IRFAN N,5,2026-08-30,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
1992,Dewi Lumazah,1,2026-08-30,"Tolong lah dibenerin itu errornya, udh berkali2 minta kode otp tapi ga masuk2!!",Negatif,Negatif,94.5,4.9,94.5,Sesuai
1993,Nor Maulida,5,2026-08-30,"Mudah , dan cepat tanggap",Positif,Positif,98.9,98.9,1,Sesuai
1994,Suswati,1,2026-08-30,"jelek banget, muter2 ga jelas buat ubah data",Negatif,Negatif,86.8,12.9,86.8,Sesuai
1995,Sadi Irawan,5,2026-08-30,kerenn,Positif,Positif,79.8,79.8,17.8,Sesuai
1996,Kurnia Tumanan,1,2026-08-30,"ihhhh, jelek banget, mau ubah faskes kok provinsinya ngga bisa diubah, mau ubah nomor pun ngga bisa2, capekk",Negatif,Negatif,77.3,21.7,77.3,Sesuai
1997,Rodiat,1,2026-08-30,aplikasi pemerintah ko kyagini.. ga bsa daftar.. ribet otp ga masuk verifikasi wajah gagal trus..,Negatif,Negatif,99.2,0.8,99.2,Sesuai
1998,Endang Jajuli,1,2026-08-30,aplikasi yg nyusahin,Negatif,Negatif,70.4,28.8,70.4,Sesuai
1999,Siti Juleha,5,2026-08-30,terimakasih udah membantu,Positif,Positif,93.4,93.4,6.5,Sesuai
2000,Muhimin Imin,5,2026-08-30,Alhamdulillah sangat membantu,Positif,Positif,99.1,99.1,0.8,Sesuai
2001,Risqie hilman,4,2026-08-30,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
2002,Suherman Wijaya,5,2026-08-30,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2003,Nurmayanti,5,2026-08-30,biar bintang yang berbicara,Positif,Positif,83.5,83.5,14.7,Sesuai
2004,05. AISYA SALMA SYIRA,1,2026-08-30,login di persulittt salah harus nunggu 180 detik padahal mau ngewar daftar jam 8 hadehhh,Negatif,Negatif,91.3,8,91.3,Sesuai
2005,Fadlan Ibnu,5,2026-08-30,"mantap, mudah di operasikan, ini salah satu layanan terbaik dari pemerintah Indonesia",Positif,Positif,94,94,5.7,Sesuai
2006,Siska Putri,1,2026-08-29,apk gajelas gabisa daftar ataupun login,Negatif,Negatif,93.8,5.6,93.8,Sesuai
2007,Chesya,1,2026-08-29,kenapa kode OTPnya ga bisa terkirim padahal jaringan bagus menggunakan paket data menggunakan wifi tapi selalu ofline padahal kita mau ngambil antrian ke RS jg dri Apk ini benar² mempersulit,Positif,Negatif,55.6,43.2,55.6,Sesuai
2008,E L,5,2026-08-29,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
2009,Risa Aristiyanti,5,2026-08-29,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2010,Muhamad Ali,5,2026-08-29,lumayan bagus..,Positif,Positif,92.3,92.3,7.1,Sesuai
2011,kus wantoro,5,2026-08-29,apk sangat membantu &memudahkan peserta,Positif,Positif,99.3,99.3,0.7,Sesuai
2012,Dannix Aprildat,5,2026-08-29,sejauh ini aplikasi bagua milik pemerintah,Positif,Positif,74,74,24.4,Sesuai
2013,Light Dark,1,2026-08-29,"development nya ini ngelem, nyawit atau apa sih bikin apl ga jelas mau daftar aja susah kode OTP nya ga terkirim pasti yg bikin nya boomer yg baru pegang hp",Negatif,Negatif,99.3,0.6,99.3,Sesuai
2014,Andi Eka Prasetyo,1,2026-08-29,"samaa pake nomer tri udah isi pulsa ttep kedetek pulsa tidak cukup, pake nomer XL bisa tapi otp gamasuk",Negatif,Negatif,90.9,7.9,90.9,Sesuai
2015,Dehan Muharani,4,2026-08-29,membantu,Positif,Positif,97.6,97.6,2.3,Sesuai
2016,Haji Ainu AbduL Rokhman,5,2026-08-29,"Mantap.., tetep sehat yah",Positif,Positif,95.6,95.6,4.3,Sesuai
2017,Alan Farlan,5,2026-08-29,sangat cepat proses nya,Positif,Positif,93.4,93.4,6,Sesuai
2018,Andi Haryadi,5,2026-08-29,sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
2019,Lala Juna,5,2026-08-29,good,Positif,Positif,98.5,98.5,1.3,Sesuai
2020,Anda Saja,1,2026-08-29,ga bisa di pakai lgi kenapa ya pada udah ikutin prosedesur,Negatif,Negatif,83.9,15.3,83.9,Sesuai
2021,Sug Pra,5,2026-08-29,Oke makasih,Positif,Positif,96.9,96.9,2.8,Sesuai
2022,Tasya Aldella,1,2026-08-29,"aplikasi sampah, bikin yg sakit makin sakit. mau daftar akun aja susahnya setengah mati.",Negatif,Negatif,94.4,5.3,94.4,Sesuai
2023,Jepri Yoi,1,2026-08-29,apknya ERORRRR parah gak niat buat apknya blokir aja ni apk kalau gak bisa di pake,Negatif,Negatif,93.1,5.9,93.1,Sesuai
2024,Sumiyati Cantik,2,2026-08-29,"tolong di perbaiki mau daftar ke RS pake aplikasi ini susah bgt, login nya jiga susah pdhal wifi bagus paket data ada tapi sering tiba"" keluar dan harus login ulang",Positif,Negatif,88.1,11.6,88.1,Sesuai
2025,Ssamsyul Anaksholeh,4,2026-08-29,masih proses menunggu 14 hari utk aktivitasi,Positif,Positif,71.7,71.7,26,Sesuai
2026,Zainal Arifin,5,2026-08-29,Sangat membantu memudahkan dalam perubahan data dll,Positif,Positif,99.1,99.1,0.8,Sesuai
2027,Astri Nur Aisyah,1,2026-08-29,"jujur ini aplikasi aneh ya, seumur ratusan kali pake aplikasi yang butuh kode OTP ga pernah ada yang butuh pulsa dlu baru dapet OTPnya. cuma aplikasi ini yang WAJIB BANGET punya pulsa biar dapet kode OTP. terus, sering bgt lag padahal jaringan wifi dirumah bagus, tapi suka lemot. belum lagi ditambah suka log out sendiri harus login ulang. benerin dlu deh sistemnya.",Negatif,Negatif,98.9,1,98.9,Sesuai
2028,Zarkasyi Myusuf,5,2026-08-29,mantap sekali,Positif,Positif,99.2,99.2,0.7,Sesuai
2029,Heri Prasetio,5,2026-08-29,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2030,Herdawati Dg tino,1,2026-08-29,"mau msk ke apk sj susah sekali , mau ganti nmr HP jg sangat susah malah di arahkan ke PANDAWA BPJS yg sangat tidak berguna semua informasi yg di berikan",Negatif,Negatif,73.4,24.1,73.4,Sesuai
2031,Bapaktua,5,2026-08-29,aplikasi top bgt,Positif,Positif,92.9,92.9,6.3,Sesuai
2032,Hartini Tini,5,2026-08-29,membantu,Positif,Positif,97.6,97.6,2.3,Sesuai
2033,Yulia Rahmawati,5,2026-08-29,mantab apl,Positif,Positif,93,93,6.8,Sesuai
2034,Rahmania Putri,1,2026-08-29,Kok di update mulu ya? | saya revisi. APLIKASI ini bener bener menyusahkan. Sebab saat meminta kode OTP melalui nomor HP selalu gagal padahal nomornya aktif. lemot sekali servernya,Negatif,Negatif,95.6,3.9,95.6,Sesuai
2035,Muhammad Sandi Rahman,1,2026-08-29,"apa ini, kode Verifikasi tidak terkirim, niat dikit buat aplikasi",Negatif,Negatif,97.6,2.2,97.6,Sesuai
2036,Azil Riafamly,1,2026-08-29,apk nga berguna nunggu Verifikasi susah kali.hpus aja kalau nga apk nya,Negatif,Negatif,79.4,19.9,79.4,Sesuai
2037,Riki Setiawan,3,2026-08-29,"mau bikin akun tapi di verifikasi otp no ho nya gk mau muncul, udh dicoba berkali gk jadi². tolong diperbaiki.",Netral,Negatif,93.8,4.8,93.8,Sesuai
2038,ariel patria,1,2026-08-29,sumpah ni aplikasi gangguan Mulu dari dulu,Negatif,Negatif,84,14,84,Sesuai
2039,Mukti Ali,2,2026-08-29,LAMA BANGET NGIRIM KODE OTP NYA KOCAK,Negatif,Negatif,92.4,6.6,92.4,Sesuai
2040,Amalia Putri sagita 2,1,2026-08-29,"yg buat ni aplikasi tolong belajar lagi dahh, susah bgt mau login hadehh",Negatif,Negatif,82,15.4,82,Sesuai
2041,Anna Moersyianna,1,2026-08-29,"admin dongo benerin lagi sistemnya blok, udah berkali"" masuk no telepon malah ga masuk"" kodenya",Negatif,Negatif,94.5,4.9,94.5,Sesuai
2042,M Mone,2,2026-08-29,kenapa kalau rubah faskes kok tidak bisa?,Negatif,Positif,50.8,50.8,48,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
2043,Heratri Arminingtyas,4,2026-08-29,daftar berobat mnjd lebih mudah,Positif,Positif,90.1,90.1,9.6,Sesuai
2044,arfa novua,5,2026-08-29,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2045,Hendra Chino,5,2026-08-29,Keren,Positif,Positif,94.2,94.2,5.4,Sesuai
2046,Maghfiroh Hidayat,1,2026-08-29,kenapa ya aplikasi saya gak bisa di buka padahal nik nya sm,Negatif,Negatif,80.6,18.6,80.6,Sesuai
2047,Fajarul Ulum,2,2026-08-29,"gk bisa verifikasi nomer telp, saran dong",Negatif,Negatif,91.5,8,91.5,Sesuai
2048,Widodo TMG,4,2026-08-29,Selama ini saya dapat manfaat gratis periksa dan tambal gigi. Kenapa nomor telepon bisa berubah? dan itu bukan nomor saya dan atau keluarga saya.,Positif,Positif,74.4,74.4,24.2,Sesuai
2049,jupri okt,5,2026-08-29,memudahkan peserta bpjs,Positif,Positif,94.6,94.6,5,Sesuai
2050,Bapak “Kang dedi” Aing,5,2026-08-29,cepat pelayanan tanpa datang ke kantornya,Positif,Positif,90.8,90.8,8.7,Sesuai
2051,Rie Heni,5,2026-08-29,sangat membantu saya ketika daftar online,Positif,Positif,92.8,92.8,7,Sesuai
2052,Bima Fahmi,1,2026-08-29,"aplikasi busuk, gampang eror",Negatif,Negatif,92,7.6,92,Sesuai
2053,Sudarman 28112010,5,2026-08-29,awesome,Positif,Positif,79.8,79.8,17.8,Sesuai
2054,Dedew Almahyra,5,2026-08-29,cukup bgus,Positif,Positif,95.9,95.9,3.9,Sesuai
2055,Dewi Ambarwati,5,2026-08-29,oke,Positif,Positif,97.4,97.4,2.4,Sesuai
2056,Herlan Seberna,5,2026-08-29,ok,Positif,Positif,51.5,51.5,45.6,Sesuai
2057,Deo Prakoso mRendyTriawan,5,2026-08-29,aplikasi sangat berguna,Positif,Positif,93.5,93.5,6.3,Sesuai
2058,agus smile channel,5,2026-08-29,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2059,Nana Diana,1,2026-08-29,"tak bisa daftar lagi Krn hp dibilang apa gitu,mau berobat jadi sulit,mestinya kalo bikin aplikasi itu mempermudah bukannya tambah ribet...yg mau berobat itu orang sakit loooo..",Negatif,Negatif,93.3,6.1,93.3,Sesuai
2060,Ratih Chandra,1,2026-08-29,"Semakin hari semakin merugikan BPJS dg banyaknya aturan medis yg tdk tersosialisasikan ke pihak penerima. pdhl udh bayar bulanan tp akses & penanganan jelek. (1) penebusan obat harus melalui dr.utama, tdk boleh melalui dr konsul internal (2) rujukan di rumah sakit hny bs dipakai sebulan sekali. tdk boleh maju tapi boleh mundur. merugikan sekali ini karena di suruh ke IGD / UGD jika urgent. itu pun blm tentu bs pakai BPJS (JIKA) diperkirakan tdk urgent",Negatif,Negatif,82.6,15.6,82.6,Sesuai
2061,Kinoy Indonesia,1,2026-08-29,"aplikasi nya jelek ,login aja pake di perbatas cuma 3 kali nik . apalagi untuk ibu² bapa² yg mau daftar kesusahan,karna fitur² di persulit . kalo kalian bisa membuat aplikasi,artinya anda harus bisa mempermudah fitur² nya ,jgn samakan otakmu sama otak masyarakat, saya yakin kalo ga terpaksa 0% orang mau download ini aplikasi",Negatif,Negatif,96.4,3.2,96.4,Sesuai
2062,Christian Hidayat,5,2026-08-29,"sangat membantu... di riwayat sudah di lampurkan surat rujukan, apangkah baiknya ada fitur download lampiran surat rujukan agar memudahkan pasien di saat surat rujukan fisiknya rusak atau basah serta robek untuk mencetak ulang dan tanpa harus repot ke faskes awal",Negatif,Positif,56.6,56.6,42.2,Sesuai
2063,Aries “Mayris Pranantya” Pranantya,5,2026-08-29,Sangat Membatu untuk mengakses segala kebutuhan kesehatan diri. terimakasih untuk pemerintah dan khususnya dari kementrian kesehatan indonesia.👍👍🙏🙏,Positif,Positif,98.1,98.1,1.7,Sesuai
2064,Shyannie Shan,5,2026-08-29,membantu dan terbaik,Positif,Positif,96.7,96.7,3.1,Sesuai
2065,Randi Aja Bae,5,2026-08-29,makasih 😊,Positif,Positif,82.2,82.2,16.5,Sesuai
2066,Abi Adia,1,2026-08-29,kualitas aplikasi dari pemerintah gini yak? daftar kirim kode otp nya gada samsek,Negatif,Negatif,96.2,3.4,96.2,Sesuai
2067,Aji Irawan,5,2026-08-29,bagus penting sekli apk ini,Positif,Positif,85.9,85.9,13.9,Sesuai
2068,Aguswan Tabi,5,2026-08-29,baik,Positif,Positif,81,81,18.5,Sesuai
2069,Ega Mayosi,1,2026-08-29,"bintang berbicara..mau berobat aja,aplikasi harus ribet gini..selalu kendala disaat minta kode otp",Negatif,Negatif,94.6,5.1,94.6,Sesuai
2070,MAS BAWOR,2,2026-08-29,aplikasinya error akun nya sering log out sendiri,Negatif,Negatif,97.8,2,97.8,Sesuai
2071,Juli Juli,5,2026-08-29,good...,Positif,Positif,98.5,98.5,1.3,Sesuai
2072,Suman Simarmata,3,2026-08-29,percuma tiap bulan bayar iuran... tp giliran urgen harus ke klinik dulu minta surat rujukan keburu mati duluan pasien..trus klu status urgen harus ke klinik dulu apa fungsinya Ig UGD...di rz...,Netral,Negatif,85.8,10,85.8,Sesuai
2073,Ansori Week,5,2026-08-29,sangat bagdi,Positif,Positif,51.5,51.5,45.6,Sesuai
2074,dapit kemiling,1,2026-08-29,"saya kira aplikasi bagus,ternyata sampah, nunggu kode otp saja lama nya mirip nunggu antrian bbm,,",Positif,Negatif,60.3,38.8,60.3,Sesuai
2075,Dedy S Tamba,1,2026-08-29,lambat,Negatif,Negatif,88.3,11.2,88.3,Sesuai
2076,Email Bebas,5,2026-08-29,apa ini kode otp aja susah banget ga di kirim kirim kalah Ama aplikasi lain yg otpnya gampang masuk,Positif,Negatif,94.4,5.1,94.4,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2077,KOKOM KEMPOT,4,2026-08-29,Appl ruwet,Positif,Negatif,79.9,19.2,79.9,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2078,Sasri Doni,5,2026-08-29,sangat membantu dalam perubahan data dan pengambilan nomor antrian,Positif,Positif,96,96,3.9,Sesuai
2079,RENITA NUR,1,2026-08-29,"mau mendaftar offline disuru online,saya sudah download aplikasi ini tetapi tidak bisa mendaftar dengan gangguan dari sistem nya,tolong di perbaiki aplikasinya, bagaimana cara kita mau berobat kalau mau mendaftar offline disuruh nya online tetapi aplikasinya saja begini?!",Negatif,Negatif,93.9,5.7,93.9,Sesuai
2080,Ziva Hasna,5,2026-08-29,pelayan mudah dan ramah,Positif,Positif,97.8,97.8,2,Sesuai
2081,Dede Irwana,2,2026-08-29,susah banget,Negatif,Negatif,86.1,13.1,86.1,Sesuai
2082,Puspita Maharani,1,2026-08-29,"Aplikasi jelek sekali, Menyulitkan, error terus!",Negatif,Negatif,96.2,3.4,96.2,Sesuai
2083,Aroy Lansyah,5,2026-08-29,keren sangat membantu,Positif,Positif,99.7,99.7,0.3,Sesuai
2084,Ninit Yulisti,5,2026-08-29,bagus,Positif,Positif,98.2,98.2,1.7,Sesuai
2085,またWAK GAMING,1,2026-08-29,"Sungguh aplikasi yang menyulitkan berkali-kali verifikasi gagal terus. Verifikasi menggunakan SMS malah ""Nomor kosong"", menggunakan email tidak bisa , verifikasi wajah gagal terus sungguh aplikasi yang sulit didaftarkan",Negatif,Negatif,95.6,4.2,95.6,Sesuai
2086,Ainun Rahma,1,2026-08-29,sangat buruk berobat di sarankan online tp respon lambat gagal terus,Negatif,Negatif,92,7.8,92,Sesuai
2087,Kasianus Gulo,5,2026-08-29,sangat memuaskan,Positif,Positif,96.7,96.7,2.9,Sesuai
2088,Mega Simons,5,2026-08-29,mudah di gunakan,Positif,Positif,90.8,90.8,9.2,Sesuai
2089,Wie Lisha,5,2026-08-29,bagus cepat,Positif,Positif,97.4,97.4,2.4,Sesuai
2090,Eunola D tquile,1,2026-08-29,"verifikasi wajah gapernah jadi,error mulu, verifikasi nomor,smsnya gapernah masuk",Negatif,Negatif,96.5,3.1,96.5,Sesuai
2091,Maulana Al jurjani,5,2026-08-29,membbtu sangat bagus,Positif,Positif,99,99,0.9,Sesuai
2092,sri rezki ramadhani,5,2026-08-29,sangat mempermudah pendaftaran,Positif,Positif,96.4,96.4,3.4,Sesuai
2093,LIMA TELOR,5,2026-08-29,bagus dan mudah,Positif,Positif,99.6,99.6,0.4,Sesuai
2094,Devita Putri Hanggraini,1,2026-08-29,"GANGGUAN TERUSSS LANCAR SAMA GANGGUAN LEBIH SERING GANGGUANNYA tiba² logout sendiri, nomor antrian gak muncul padahal jaringan lancarr",Positif,Negatif,88.2,11.4,88.2,Sesuai
2095,MAKHALUL AKBAR,1,2026-08-29,aplikasi apa ini masa minta verifikasi no hp aja susah tolong perbaiki dong,Negatif,Negatif,96.1,3.5,96.1,Sesuai
2096,marsaida Sitorus,1,2026-08-29,"mau verifikasi susah, semua nya susah",Negatif,Negatif,85.9,13.2,85.9,Sesuai
2097,imron fayzi,5,2026-08-29,pelayanan perubahan sangat cepat dan sukses,Positif,Positif,98.8,98.8,1.1,Sesuai
2098,ahmad Riyanto,5,2026-08-29,bagus dan cepat.,Positif,Positif,99.6,99.6,0.4,Sesuai
2099,Tayini,1,2026-08-29,gangguan mulu hadueh,Negatif,Negatif,75.9,22.4,75.9,Sesuai
2100,Bro Bin Muhammad,1,2026-08-29,"aplikasi kocak, harusnya sistemnya diperbaiki. masuk dah pakai NIK ngk bisa login2. mana no. hp malah keganti sendiri. LOL",Negatif,Negatif,93.2,6.1,93.2,Sesuai
2101,Nurul Husni,5,2026-08-29,baik,Positif,Positif,81,81,18.5,Sesuai
2102,"Irvan Khoiri, M.Pd.I",4,2026-08-29,"mohon bantuannya, tidak bisa login ada tulisan perangkat sudah digunakan untuk login lebih dari 3 NIK, ada 1 NIK yang tidak saya kenali, mohon dibantu",Negatif,Negatif,79.5,19.4,79.5,🚨 Bintang 4-5 tapi Prediksi ML Negatif (Taktik Komplain)
2103,Dhimas 3handoko,5,2026-08-29,best apk,Positif,Positif,93.6,93.6,5.4,Sesuai
2104,ahmad Puji,1,2026-08-29,daftar rawat jalan di suruh online ketika mau daftar malah eror kocak juga nih aplikasi.,Negatif,Negatif,92.5,6.8,92.5,Sesuai
2105,Tamara Sefia Latasti,1,2026-08-29,"sumpah ya mau daftar aja susah, dari verifikasi muka gamau, abistu verifikasi nomor susah",Negatif,Negatif,97.1,2.6,97.1,Sesuai
2106,Adi rianto,1,2026-08-29,apk aneh,Negatif,Negatif,88.6,10.1,88.6,Sesuai
2107,Shafira Dewi,1,2026-08-29,"tiga hari daftar gak bisa bisa, sampai pakai nomer yang ke 3, udah bela belain beli nomor baru tetap gak bisa, mending hapus aja ini aplikasi",Negatif,Negatif,95.9,3.7,95.9,Sesuai
2108,RAHMATULLAH BIN SYAMSUL MARHADI,1,2026-08-29,"harus daftar autodebit, padahal sudah daftar waktu itu, pas mau masuk kembali harus daftar autodebit, dimasukkan bank autodebit, malahan sudah daftar keterangannya, dan mmg sudah daftar, kenapa harus suruh daftar lagi. tidak dapat masuk aplikasi jika belum daftra auto debit, sedangkan sudah daftarkan bank tersebut, mau daftarkan rekening lain tdk ada dalam daftar.",Negatif,Negatif,94.1,5.5,94.1,Sesuai
2109,Maulana Az,1,2026-08-29,"kalo bayar iuran proses cepat, tapi saat menggunakan aplikasi kadang suka logout sendiri akunnya, coba aplikasi bisa di permudah sebagai mana kita membayar iuran?",Positif,Positif,52.7,52.7,46.2,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
2110,Ongky Saputra,1,2026-08-29,"ini apk jadwalnya dokternya ada tapi gak bisa di pilih, broken banget pokoknya padahal ini sangat membantu tapi sistemnya harus diperbaiki lagi",Positif,Positif,67.3,67.3,32.1,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
2111,Uzaiiron Ilyas,5,2026-08-29,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2112,Love Nikki,1,2026-08-29,aplikasi nya tidak membantu sama sekali,Negatif,Negatif,78.4,20.9,78.4,Sesuai
2113,Ghatfan .ayra85,5,2026-08-29,puas dengan JKN semuanya dipermudah dan sangat membantu... terimakasih,Positif,Positif,99.8,99.8,0.1,Sesuai
2114,Al Saka,1,2026-08-29,ehhhhhhh mobile jkn pulsa ku habisss ya gara gara kau pas aku masukin nomor hp malah eror eror pas ketiba apa kodenya otp muncul tapi gk bisa masukin kide otp nyaa gk jelas ni aplikasi gk guna yusahin aja,Negatif,Negatif,98.9,1.1,98.9,Sesuai
2115,Naba abadiansyah,1,2026-08-28,apk terlalu pintar jadi lemot,Negatif,Negatif,83.9,15,83.9,Sesuai
2116,Untung,1,2026-08-28,tolong perbaiki aplikasinya masak setiap ambil antrian online dgn data yg benar selalu gagal alias Can't,Negatif,Negatif,89.5,10,89.5,Sesuai
2117,Jumirin Trismiati,1,2026-08-28,"mau daftar akun susah verivikasi kode otp no hp gagal trus gak masuk"" kode otp nya verifikasi wajah eror trus",Negatif,Negatif,99.4,0.5,99.4,Sesuai
2118,Hasanah,1,2026-08-28,"aku kasih bintang 1, soalnya kalau sdh mau daftar pasti eror apk apa ini, bukan nya mempermudah malah bikin kesal. tolong di tinjau lebih lanjut.",Negatif,Negatif,93,6.4,93,Sesuai
2119,Heri Channel,2,2026-08-28,makin banyak eror. biasa ambil antriannya. online mudah sekarang malah. banyak gak bisa.,Negatif,Negatif,75.7,24.2,75.7,Sesuai
2120,Zulkarnain,5,2026-08-28,"belum ada gangguan, masih sangat mudah",Positif,Positif,84.3,84.3,15.2,Sesuai
2121,Rianita Adella,3,2026-08-28,tolong dioptimalkan lg sistemnya,Netral,Negatif,66.5,28.8,66.5,Sesuai
2122,Ayu Ashary,1,2026-08-28,tolong perbaik doang soal mau kontrol,Negatif,Negatif,75.4,23.8,75.4,Sesuai
2123,daniel sigalemba,1,2026-08-28,"antrian susah, gagal server melulu, saya sarankan kl ega bs profesional mending manual aja.",Negatif,Negatif,81.6,17,81.6,Sesuai
2124,Selvin TriMarta Halawa,5,2026-08-28,baguss,Positif,Positif,90.4,90.4,8.5,Sesuai
2125,Fery kumbangkelana Fery kumbangkelana,5,2026-08-28,jos,Positif,Positif,93.8,93.8,5.8,Sesuai
2126,Darlan Barasa,5,2026-08-28,mohon bantuannya admin BPJS yg saya hormati pulihkan kembali akun JKN saya karena saya tidak melakukan tindakan yang melanggar hukum,Positif,Positif,67.8,67.8,29.9,Sesuai
2127,Madewi Cakery,5,2026-08-28,mantab jkn,Positif,Positif,96.3,96.3,3.2,Sesuai
2128,Abis hambak Cee,5,2026-08-28,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2129,Rio bagus sasongko,1,2026-08-28,ga niat,Negatif,Negatif,88.4,10.7,88.4,Sesuai
2130,Suhitta Wita,2,2026-08-28,aplikasi udh mulai GK bener mau di instal ulang malah gak bisa di instal padahal sebelumnya telah udah di instal,Negatif,Negatif,93.3,6.1,93.3,Sesuai
2131,Thiyan Alfarizi,5,2026-08-28,ok pokok nya,Positif,Positif,80.9,80.9,17.3,Sesuai
2132,Misdariati Dinarsih,1,2026-08-28,No coment! Untung ada org BPJS dirsud yg dituju yg bantu bikin akunnya! Ribet!!!,Negatif,Negatif,82.9,16.2,82.9,Sesuai
2133,Catur Bintang Mala Dewa,3,2026-08-28,"kok jadi aneh banget ini, semua tempat regulasi kalo pake bpjs harus lewat aplikasi dulu, tapi ini karena gw lama ga buka akunnya keluar sendiri, coba reset pw kode verifikasi ga dikasih, dulu pernah ke kantor bpjs kalo harus ada pulsa minimal 10k, ini gw baru isi tapi tetep ga bisa, ga dapet kode, sumpah aneh bet, mau ke kantor lagi tapi udah malem ama kondisi gw udah ga enak banget, tolonglah",Negatif,Negatif,98.1,1.6,98.1,Sesuai
2134,aldi septiana,5,2026-08-28,is good,Positif,Positif,98.5,98.5,1.3,Sesuai
2135,Gia Gio,5,2026-08-28,"matur nuwun BPJS, semoga pemerintah selalu adil untuk memberikan pelayanan yg maksimal",Positif,Positif,84.1,84.1,14.6,Sesuai
2136,Yoga Agustin,1,2026-08-28,"verifikasi sms susah bgt,mana harus ada pulsa lagi",Negatif,Negatif,92.5,7,92.5,Sesuai
2137,Rani Nuryanti,1,2026-08-28,gimana sih mau daftar ko ga bisa masuk sih udah beberapa kali coba tetep ajah ga bisa masuk udah GUNTA ganti no hp tetep ajah ga bisa malah emosi,Negatif,Negatif,96.9,2.8,96.9,Sesuai
2138,Ezra ezra,5,2026-08-28,terbaik,Positif,Positif,81,81,18.5,Sesuai
2139,Diah Firdayani,1,2026-08-28,"kenapa selalu login trus...pdhal email dan sandi benar karna sudah saya catat....TPI susah sekali masuknya lagi...aplikasi ini seharusnya membantu dan mempermudah semua orang...bukan mempersulit semua orang..! tolong dong perbaiki jangan dkit"" log-in trus ..!!!!",Negatif,Negatif,81.9,17.2,81.9,Sesuai
2140,Evander Buluati,5,2026-08-28,goodddd,Positif,Positif,98.5,98.5,1.3,Sesuai
2141,Much Putra Baihaqi Shodiq,1,2026-08-28,daftar sulit banget kayak mau daftar pinjol aja,Negatif,Negatif,92.7,6.6,92.7,Sesuai
2142,Asriady Ainuddin,5,2026-08-28,mantap,Positif,Positif,99.2,99.2,0.7,Sesuai
2143,Sardiirama Irama,5,2026-08-28,aplikasi oke,Positif,Positif,97.4,97.4,2.4,Sesuai
2144,May Linda Kristianty Br Pardosi,5,2026-08-28,sangat memudahkan saya untuk melihat berbagai keuntungan yang ada pada mobile JKN inii,Positif,Positif,90.4,90.4,9,Sesuai
2145,Anfield Ynwa543,1,2026-08-28,susah ribet..,Negatif,Negatif,89.4,9.7,89.4,Sesuai
2146,Sofi Supriati,1,2026-08-28,aplikasi yang membagongkan,Negatif,Positif,55.8,55.8,43.3,💡 Bintang 1-2 tapi Prediksi ML Positif (Pujian / Salah Klik)
